doi,title,year,container,authors,URL,source
10.1016/j.jtrangeo.2022.103357,A framework for estimating commute accessibility and adoption of ridehailing services under functional improvements from vehicle automation,2022,Journal of Transport Geography,Tianqi Zou; Zack Aemmer; Don MacKenzie; Ken Laberteaux,https://doi.org/10.1016/j.jtrangeo.2022.103357,crossref
10.1016/j.jue.2019.04.006,The economic effects of density: A synthesis,2019,Journal of Urban Economics,Gabriel M. Ahlfeldt; Elisabetta Pietrostefani,https://doi.org/10.1016/j.jue.2019.04.006,crossref
10.1016/j.jue.2020.103312,Applying the Degree of Urbanisation to the globe: A new harmonised definition reveals a different picture of global urbanisation,2021,Journal of Urban Economics,Lewis Dijkstra; Aneta J. Florczyk; Sergio Freire; Thomas Kemper; Michele Melchiorri; Martino Pesaresi; Marcello Schiavina,https://doi.org/10.1016/j.jue.2020.103312,crossref
10.1016/j.labeco.2021.102002,The demand for AI skills in the labor market,2021,Labour Economics,Liudmila Alekseeva; José Azar; Mireia Giné; Sampsa Samila; Bledi Taska,https://doi.org/10.1016/j.labeco.2021.102002,crossref
10.1016/j.omega.2015.05.013,Comparative analysis of MCDM methods for the assessment of sustainable housing affordability,2016,Omega,Emma Mulliner; Naglis Malys; Vida Maliene,https://doi.org/10.1016/j.omega.2015.05.013,crossref
10.1016/j.oneear.2021.06.005,Meeting well-below 2°C target would increase energy sector jobs globally,2021,One Earth,Sandeep Pai; Johannes Emmerling; Laurent Drouet; Hisham Zerriffi; Jessica Jewell,https://doi.org/10.1016/j.oneear.2021.06.005,crossref
10.1016/j.rdf.2016.12.001,Does infrastructure really explain economic growth in Sub-Saharan Africa?,2016,Review of Development Finance,Odongo Kodongo; Kalu Ojah,https://doi.org/10.1016/j.rdf.2016.12.001,crossref
10.1016/j.regsciurbeco.2013.05.002,The productivity of transport infrastructure investment: A meta-analysis of empirical evidence,2013,Regional Science and Urban Economics,Patricia C. Melo; Daniel J. Graham; Ruben Brage-Ardao,https://doi.org/10.1016/j.regsciurbeco.2013.05.002,crossref
10.1016/j.regsciurbeco.2021.103657,Willingness to pay for clean air: Evidence from diesel vehicle registration restrictions in Japan,2021,Regional Science and Urban Economics,Shuhei Nishitateno; Paul J. Burke,https://doi.org/10.1016/j.regsciurbeco.2021.103657,crossref
10.1016/j.renene.2019.06.054,"The impacts of economic growth, trade openness and technological progress on renewable energy use in organization for economic co-operation and development countries",2020,Renewable Energy,Md. Mahmudul Alam; Md. Wahid Murad,https://doi.org/10.1016/j.renene.2019.06.054,crossref
10.1016/j.renene.2022.07.012,"The impacts of renewable energy, financial inclusivity, globalization, economic growth, and urbanization on carbon productivity: Evidence from net moderation and mediation effects of energy efficiency gains",2022,Renewable Energy,Muntasir Murshed; Nicholas Apergis; Md Shabbir Alam; Uzma Khan; Sakib Mahmud,https://doi.org/10.1016/j.renene.2022.07.012,crossref
10.1016/j.reseneeco.2007.03.003,Energy consumption and economic growth in Asian economies: A more comprehensive analysis using panel data,2008,Resource and Energy Economics,Chien-Chiang Lee; Chun-Ping Chang,https://doi.org/10.1016/j.reseneeco.2007.03.003,crossref
10.1016/j.retrec.2012.05.008,Effect of transportation infrastructure on economic growth in India: The VECM approach,2013,Research in Transportation Economics,Rudra P. Pradhan; Tapan P. Bagchi,https://doi.org/10.1016/j.retrec.2012.05.008,crossref
10.1016/j.rser.2011.07.044,Economic welfare impacts from renewable energy consumption: The China experience,2011,Renewable and Sustainable Energy Reviews,Yiping Fang,https://doi.org/10.1016/j.rser.2011.07.044,crossref
10.1016/j.rser.2014.10.054,Comparative economic analysis of support policies for solar PV in the most representative EU countries,2015,Renewable and Sustainable Energy Reviews,L. Dusonchet; E. Telaretti,https://doi.org/10.1016/j.rser.2014.10.054,crossref
10.1016/j.rser.2014.10.074,Recent advances in utilization of biochar,2015,Renewable and Sustainable Energy Reviews,Kezhen Qian; Ajay Kumar; Hailin Zhang; Danielle Bellmer; Raymond Huhnke,https://doi.org/10.1016/j.rser.2014.10.074,crossref
10.1016/j.rser.2015.01.001,Employment factors for wind and solar energy technologies: A literature review,2015,Renewable and Sustainable Energy Reviews,Lachlan Cameron; Bob van der Zwaan,https://doi.org/10.1016/j.rser.2015.01.001,crossref
10.1016/j.rser.2015.12.283,Optimizing energy consumption for data centers,2016,Renewable and Sustainable Energy Reviews,Huigui Rong; Haomin Zhang; Sheng Xiao; Canbing Li; Chunhua Hu,https://doi.org/10.1016/j.rser.2015.12.283,crossref
10.1016/j.rser.2018.05.007,Comparative analysis of MCDM methods for ranking renewable energy sources in Taiwan,2018,Renewable and Sustainable Energy Reviews,Hsing-Chen Lee; Ching-Ter Chang,https://doi.org/10.1016/j.rser.2018.05.007,crossref
10.1016/j.rser.2018.05.008,Assessing the regional economic impacts of renewable energy sources – A literature review,2018,Renewable and Sustainable Energy Reviews,Simon Jenniches,https://doi.org/10.1016/j.rser.2018.05.008,crossref
10.1016/j.rser.2022.112410,Impacts of the harvesting process on microalgae fatty acid profiles and lipid yields: Implications for biodiesel production,2022,Renewable and Sustainable Energy Reviews,Zahra Shokravi; Hoofar Shokravi; A.E. Atabani; Woei Jye Lau; Ong Hwai Chyuan; Ahmad Fauzi Ismail,https://doi.org/10.1016/j.rser.2022.112410,crossref
10.1016/j.scitotenv.2020.138363,Resilience of groundwater systems in the presence of Bisphenol A under uncertainty,2020,Science of The Total Environment,Jinwoo Im; Calogero B. Rizzo; Felipe P.J. de Barros,https://doi.org/10.1016/j.scitotenv.2020.138363,crossref
10.1016/j.scitotenv.2025.179886,"Assessing net primary productivity variation and potential future impacts based on machine learning and contribution analysis in the Yangtze River Delta, China",2025,Science of The Total Environment,Qing Wei; Lianqing Xue; Zichen Jia; Yongqi Chen; Peipei Chen,https://doi.org/10.1016/j.scitotenv.2025.179886,crossref
10.1016/j.scs.2019.101674,"Impacts of different weather conditions and landuse change on runoff variations in the Beiluo River Watershed, China",2019,Sustainable Cities and Society,Yi He; Jinxi Song; Yiyi Hu; Xiang Tu; Yan Zhao,https://doi.org/10.1016/j.scs.2019.101674,crossref
10.1016/j.scs.2022.103875,Using mobile and fixed sensors for optimal monitoring of water distribution network under dynamic water quality simulations,2022,Sustainable Cities and Society,Alireza Shahmirnoori; Motahareh Saadatpour; Amin Rasekh,https://doi.org/10.1016/j.scs.2022.103875,crossref
10.1016/j.socscimed.2006.05.016,Focus group research and “the patient's view”,2006,Social Science &amp; Medicine,Pascale Lehoux; Blake Poland; Genevieve Daudelin,https://doi.org/10.1016/j.socscimed.2006.05.016,crossref
10.1016/j.solener.2008.08.001,Comparative analysis of different supporting measures for the production of electrical energy by solar PV and Wind systems: Four representative European cases,2009,Solar Energy,A. Campoccia; L. Dusonchet; E. Telaretti; G. Zizzo,https://doi.org/10.1016/j.solener.2008.08.001,crossref
10.1016/j.ssci.2014.10.006,Overview and analysis of safety management studies in the construction industry,2015,Safety Science,Zhipeng Zhou; Yang Miang Goh; Qiming Li,https://doi.org/10.1016/j.ssci.2014.10.006,crossref
10.1016/j.techfore.2019.119735,Digital entrepreneurship: An interdisciplinary structured literature review and research agenda,2019,Technological Forecasting and Social Change,Hasnain Zaheer; Yvonne Breyer; John Dumay,https://doi.org/10.1016/j.techfore.2019.119735,crossref
10.1016/j.techfore.2021.121250,"New insights into decoupling economic growth, technological progress and carbon dioxide emissions: Evidence from 40 countries",2022,Technological Forecasting and Social Change,João Leitão; Joaquim Ferreira; Ernesto Santibanez-González,https://doi.org/10.1016/j.techfore.2021.121250,crossref
10.1016/j.techfore.2021.121332,Comparative analysis of total factor productivity in China's high-tech industries,2022,Technological Forecasting and Social Change,Xiaoqing Chen; Xinwang Liu; Qingyuan Zhu,https://doi.org/10.1016/j.techfore.2021.121332,crossref
10.1016/j.techfore.2021.121348,"COVID-19 pandemic as a trigger for the acceleration of the cybernetic revolution, transition from e-government to e-state, and change in social relations",2022,Technological Forecasting and Social Change,Leonid Grinin; Anton Grinin; Andrey Korotayev,https://doi.org/10.1016/j.techfore.2021.121348,crossref
10.1016/j.techfore.2021.121382,"Word of mouth and digitalization in small retailers: Tradition, authenticity, and change",2022,Technological Forecasting and Social Change,Pedro Cuesta-Valiño; Pablo Gutiérrez-Rodríguez; Blanca García-Henche,https://doi.org/10.1016/j.techfore.2021.121382,crossref
10.1016/j.telpol.2009.07.004,The economic impact of broadband on growth: A simultaneous approach,2009,Telecommunications Policy,Pantelis Koutroumpis,https://doi.org/10.1016/j.telpol.2009.07.004,crossref
10.1016/j.telpol.2019.101856,Digitalization and economic growth: A comparative analysis of Sub-Saharan Africa and OECD economies,2020,Telecommunications Policy,Godwin Myovella; Mehmet Karacuka; Justus Haucap,https://doi.org/10.1016/j.telpol.2019.101856,crossref
10.1016/j.tra.2017.01.024,Project characteristics and performance in Europe: An empirical analysis for large transport infrastructure projects,2017,Transportation Research Part A: Policy and Practice,Giorgio Locatelli; Diletta Colette Invernizzi; Naomi J. Brookes,https://doi.org/10.1016/j.tra.2017.01.024,crossref
10.1016/j.tra.2021.09.013,Who benefits from AVs? Equity implications of automated vehicles policies in full-scale prototype cities,2021,Transportation Research Part A: Policy and Practice,Bat-hen Nahmias-Biran; Jimi B. Oke; Nishant Kumar,https://doi.org/10.1016/j.tra.2021.09.013,crossref
10.1016/j.worlddev.2018.08.016,"Remittances, finance and growth: Does financial development foster the impact of remittances on economic growth?",2019,World Development,Izabela Sobiech,https://doi.org/10.1016/j.worlddev.2018.08.016,crossref
10.1016/s0166-0462(00)00040-5,Does public infrastructure affect economic activity?,2000,Regional Science and Urban Economics,Amitabh Chandra; Eric Thompson,https://doi.org/10.1016/s0166-0462(00)00040-5,crossref
10.1016/s0261-5606(98)00004-7,Oil prices and the rise and fall of the US real exchange rate,1998,Journal of International Money and Finance,R.A Amano; S van Norden,https://doi.org/10.1016/s0261-5606(98)00004-7,crossref
10.1016/s0304-3878(00)00133-4,Brain drain and economic growth: theory and evidence,2001,Journal of Development Economics,Michel Beine; Frédéric Docquier; Hillel Rapoport,https://doi.org/10.1016/s0304-3878(00)00133-4,crossref
10.1016/s0304-3878(02)00105-0,"Institutions, infrastructure, and economic growth",2003,Journal of Development Economics,Hadi Salehi Esfahani; Marı́a Teresa Ramı́rez,https://doi.org/10.1016/s0304-3878(02)00105-0,crossref
10.1016/s0304-3932(96)90039-2,The composition of public expenditure and economic growth,1996,Journal of Monetary Economics,Shantayanan Devarajan; Vinaya Swaroop; Heng-fu Zou,https://doi.org/10.1016/s0304-3932(96)90039-2,crossref
10.1017/bca.2021.9,The Cost-Benefit Fallacy: Why Cost-Benefit Analysis Is Broken and How to Fix It,2021,Journal of Benefit-Cost Analysis,Bent Flyvbjerg; Dirk W. Bester,https://doi.org/10.1017/bca.2021.9,crossref
10.1017/cbo9780511626982,Input-Output Analysis,2009,,Ronald E. Miller; Peter D. Blair,https://doi.org/10.1017/cbo9780511626982,crossref
10.1017/cbo9780511817434,The Economics of Climate Change,2007,,Nicholas Stern,https://doi.org/10.1017/cbo9780511817434,crossref
10.1017/ccol0521633230,Econometrics and Economic Theory in the 20th Century: The Ragnar Frisch Centennial Symposium,1998,,,https://doi.org/10.1017/ccol0521633230,crossref
10.1038/d41586-018-06610-y,How to stop data centres from gobbling up the world’s electricity,2018,Nature,Nicola Jones,https://doi.org/10.1038/d41586-018-06610-y,crossref
10.1038/nature04188,Impact of regional climate change on human health,2005,Nature,Jonathan A. Patz; Diarmid Campbell-Lendrum; Tracey Holloway; Jonathan A. Foley,https://doi.org/10.1038/nature04188,crossref
10.1038/nature15725,Global non-linear effect of temperature on economic production,2015,Nature,Marshall Burke; Solomon M. Hsiang; Edward Miguel,https://doi.org/10.1038/nature15725,crossref
10.1038/nclimate2481,Temperature impacts on economic growth warrant stringent mitigation policy,2015,Nature Climate Change,Frances C. Moore; Delavane B. Diaz,https://doi.org/10.1038/nclimate2481,crossref
10.1061/(asce)co.1943-7862.0000178,Domain Ontology for Processes in Infrastructure and Construction,2010,Journal of Construction Engineering and Management,Nora M. El-Gohary; Tamer E. El-Diraby,https://doi.org/10.1061/(asce)co.1943-7862.0000178,crossref
10.1061/(asce)co.1943-7862.0001444,Measurement and Dependence Analysis of Cost Overruns in Megatransport Infrastructure Projects: Case Study in Hong Kong,2018,Journal of Construction Engineering and Management,Tengfei Huo; Hong Ren; Weiguang Cai; Geoffrey Qiping Shen; Bingsheng Liu; Minglei Zhu; Hengqin Wu,https://doi.org/10.1061/(asce)co.1943-7862.0001444,crossref
10.1061/(asce)cp.1943-5487.0000594,Overview and Analysis of Ontology Studies Supporting Development of the Construction Industry,2016,Journal of Computing in Civil Engineering,Zhipeng Zhou; Yang Miang Goh; Lijun Shen,https://doi.org/10.1061/(asce)cp.1943-5487.0000594,crossref
10.1061/(asce)cp.1943-5487.0001051,BIM-Enabled Infrastructure Asset Management Using Information Containers and Semantic Web,2023,Journal of Computing in Civil Engineering,Philipp Hagedorn; Liu Liu; Markus König; Rade Hajdin; Tim Blumenfeld; Markus Stöckner; Maximilian Billmaier; Karl Grossauer; Kenneth Gavin,https://doi.org/10.1061/(asce)cp.1943-5487.0001051,crossref
10.1061/(asce)me.1943-5479.0000343,Using Agent-Based Modeling to Investigate Goal Incongruence Issues in Proposal Development: Case Study of an EPC Project,2015,Journal of Management in Engineering,Jing Du; Mohamed El-Gafy,https://doi.org/10.1061/(asce)me.1943-5479.0000343,crossref
10.1061/(asce)me.1943-5479.0000460,Comparative Analysis on the Adoption and Use of BIM in Road Infrastructure Projects,2016,Journal of Management in Engineering,Heap Yih Chong; Robert Lopez; Jun Wang; Xiangyu Wang; Zeyu Zhao,https://doi.org/10.1061/(asce)me.1943-5479.0000460,crossref
10.1061/(asce)me.1943-5479.0000619,Role of Performance Feedback on Process Performance in Construction Projects: Client and Contractor Perspectives,2018,Journal of Management in Engineering,Ossi Pesämaa; Johan Larsson; Per Erik Eriksson,https://doi.org/10.1061/(asce)me.1943-5479.0000619,crossref
10.1061/(asce)me.1943-5479.0000905,Sources of Uncertainties in Offsite Logistics of Modular Construction for High-Rise Building Projects,2021,Journal of Management in Engineering,Yi Yang; Mi Pan; Wei Pan; Zhiqian Zhang,https://doi.org/10.1061/(asce)me.1943-5479.0000905,crossref
10.1073/pnas.0509842103,Geography and macroeconomics: New data and new findings,2006,Proceedings of the National Academy of Sciences,William D. Nordhaus,https://doi.org/10.1073/pnas.0509842103,crossref
10.1080/00343400701654236,Computable General Equilibrium (CGE) Modelling for Regional Economic Development Analysis,2008,Regional Studies,Mark D. Partridge; Dan S. Rickman,https://doi.org/10.1080/00343400701654236,crossref
10.1080/00343404.2021.1900558,Changing roles of the state in the financialization of urban development through<i>chengtou</i>in China,2021,Regional Studies,Yi Feng; Fulong Wu; Fangzhu Zhang,https://doi.org/10.1080/00343404.2021.1900558,crossref
10.1080/0144619042000326710,Delays and cost increases in the construction of private residential projects in Kuwait,2005,Construction Management and Economics,P. A. Koushki; K. Al‐Rashid; N. Kartam,https://doi.org/10.1080/0144619042000326710,crossref
10.1080/01446193.2011.569733,Understanding risky bidding: a prospect‐contingent perspective,2011,Construction Management and Economics,Budi Hartono; Chee Meng Yap,https://doi.org/10.1080/01446193.2011.569733,crossref
10.1080/01446193.2016.1200734,Studying ‘cost as information’ to account for construction improvements,2016,Construction Management and Economics,Abigail Robson; David Boyd; Niraj Thurairajah,https://doi.org/10.1080/01446193.2016.1200734,crossref
10.1080/01446193.2016.1253856,The impacts of industrialization on construction subcontractors: a resource based view,2016,Construction Management and Economics,Edward Goh; Martin Loosemore,https://doi.org/10.1080/01446193.2016.1253856,crossref
10.1080/014461997372926,Causal relationship between construction flows and GDP: evidence from Hong Kong,1997,Construction Management and Economics,Raymond Y.C. Tse; Sivaguru Ganesan,https://doi.org/10.1080/014461997372926,crossref
10.1080/01621459.1975.10480264,Intervention Analysis with Applications to Economic and Environmental Problems,1975,Journal of the American Statistical Association,G. E. P. Box; G. C. Tiao,https://doi.org/10.1080/01621459.1975.10480264,crossref
10.1080/10438599.2014.918438,The economic impact of digital technologies in Europe,2014,Economics of Innovation and New Technology,Rinaldo Evangelista; Paolo Guerrieri; Valentina Meliciani,https://doi.org/10.1080/10438599.2014.918438,crossref
10.1080/13547860903169340,Infrastructure development and economic growth in India,2009,Journal of the Asia Pacific Economy,Pravakar Sahoo; Ranjan Kumar Dash,https://doi.org/10.1080/13547860903169340,crossref
10.1086/260495,The Economics of Information and Retail Gasoline Price Behavior: An Empirical Analysis,1976,Journal of Political Economy,Howard P. Marvel,https://doi.org/10.1086/260495,crossref
10.1086/705716,Robots and Jobs: Evidence from US Labor Markets,2020,Journal of Political Economy,Daron Acemoglu; Pascual Restrepo,https://doi.org/10.1086/705716,crossref
10.1088/1748-9326/abfba1,The environmental footprint of data centers in the United States,2021,Environmental Research Letters,Md Abu Bakar Siddik; Arman Shehabi; Landon Marston,https://doi.org/10.1088/1748-9326/abfba1,crossref
10.1093/0195305191.003.0028,"Aspirations, Poverty, and Economic Change",2006,Understanding Poverty,Debraj Ray,https://doi.org/10.1093/0195305191.003.0028,crossref
10.1093/cjres/rsaa001,The platform economy: restructuring the space of capitalist accumulation,2020,"Cambridge Journal of Regions, Economy and Society",Martin Kenney; John Zysman,https://doi.org/10.1093/cjres/rsaa001,crossref
10.1093/cjres/rsu005,University management and organisational change: a dynamic institutional perspective,2014,"Cambridge Journal of Regions, Economy and Society",J. R. L. Howells; M. Karata -Ozkan; C. Yavuz; M. Atiq,https://doi.org/10.1093/cjres/rsu005,crossref
10.1093/epolic/eiy002,Dangerous flexibility – retirement reforms reconsidered,2018,Economic Policy,Axel Börsch-Supan; Tabea Bucher-Koenen; Vesile Kutlu-Koc; Nicolas Goll,https://doi.org/10.1093/epolic/eiy002,crossref
10.1093/jeg/lbw013,‘No county left behind?’ The distributional impact of high-speed rail upgrades in China,2016,Journal of Economic Geography,Yu Qin,https://doi.org/10.1093/jeg/lbw013,crossref
10.1093/jeg/lbx019,The rise and fall of urban economies: lessons from San Francisco and Los Angeles,2017,Journal of Economic Geography,Jason Spicer; Justin Steil,https://doi.org/10.1093/jeg/lbx019,crossref
10.1093/jeg/lbx042,Choose the Neighbor before the House: Agglomeration Externalities in a UK Science Park,2017,Journal of Economic Geography,Christian Helmers,https://doi.org/10.1093/jeg/lbx042,crossref
10.1093/jeg/lby016,"Money and Finance After the Crisis. Critical Thinking for Uncertain Times Brett Christophers, Andrew Leyshon and Geoff Mann",2018,Journal of Economic Geography,Sabine Dörry,https://doi.org/10.1093/jeg/lby016,crossref
10.1093/oep/gpv012,Oxford Economic Papers - Editorial Board,2015,Oxford Economic Papers,,https://doi.org/10.1093/oep/gpv012,crossref
10.1093/oxrep/grw022,Does infrastructure investment lead to economic growth or economic fragility? Evidence from China,2016,Oxford Review of Economic Policy,Atif Ansar; Bent Flyvbjerg; Alexander Budzier; Daniel Lunn,https://doi.org/10.1093/oxrep/grw022,crossref
10.1093/reep/rex027,The Economic Impacts of Climate Change,2018,Review of Environmental Economics and Policy,Richard S. J. Tol,https://doi.org/10.1093/reep/rex027,crossref
10.1093/reep/rez004,The Economic Impacts of Natural Disasters: A Review of Models and Empirical Studies,2019,Review of Environmental Economics and Policy,W. J. Wouter Botzen; Olivier Deschenes; Mark Sanders,https://doi.org/10.1093/reep/rez004,crossref
10.1093/restud/rdab031,Demographics and Automation,2021,The Review of Economic Studies,Daron Acemoglu; Pascual Restrepo,https://doi.org/10.1093/restud/rdab031,crossref
10.1108/09699980610680153,A framework for assessing organisational culture of Chinese construction enterprises,2006,"Engineering, Construction and Architectural Management",Anita M.M. Liu; Zhang Shuibo; Leung Meiyung,https://doi.org/10.1108/09699980610680153,crossref
10.1108/cfri-06-2019-0077,Does macroeconomic uncertainty really matter in predicting stock market behavior? A comparative study on China and USA,2020,China Finance Review International,Ghulam Abbas; Shouyang Wang,https://doi.org/10.1108/cfri-06-2019-0077,crossref
10.1108/ecam-02-2017-0035,Factors affecting construction productivity: a 30 year systematic review,2018,"Engineering, Construction and Architectural Management",Abid Hasan; Bassam Baroudi; Abbas Elmualim; Raufdeen Rameezdeen,https://doi.org/10.1108/ecam-02-2017-0035,crossref
10.1108/ecam-02-2021-0107,Research trends analysis using text mining in construction management: 2000–2020,2021,"Engineering, Construction and Architectural Management",Eymen Çağatay Bilge; Hakan Yaman,https://doi.org/10.1108/ecam-02-2021-0107,crossref
10.1108/ecam-03-2017-0050,BIM coordinators: a review,2018,"Engineering, Construction and Architectural Management",Mattias Jacobsson; Christoph Merschbrock,https://doi.org/10.1108/ecam-03-2017-0050,crossref
10.1108/ecam-05-2021-0436,Influence of practitioners' characteristics on risk assessment in Green Building projects in emerging economies: a case of Vietnam,2021,"Engineering, Construction and Architectural Management",Hung Duy Nguyen; Quang Nhat Huu Do; Laura Macchion,https://doi.org/10.1108/ecam-05-2021-0436,crossref
10.1108/ecam-10-2015-0158,Factors that influence Australian community buildings’ sustainable management,2017,"Engineering, Construction and Architectural Management",Pushpitha Kalutara; Guomin Zhang; Sujeeva Setunge; Ron Wakefield,https://doi.org/10.1108/ecam-10-2015-0158,crossref
10.1109/tii.2017.2708727,Enhanced Explicit Semantic Analysis for Product Model Retrieval in Construction Industry,2017,IEEE Transactions on Industrial Informatics,Han Liu; Yu-Shen Liu; Pieter Pauwels; Hongling Guo; Ming Gu,https://doi.org/10.1109/tii.2017.2708727,crossref
10.1111/1468-0297.00151,The Role of Economic Theory in Modelling The Long Run,1997,The Economic Journal,M. Hashem Pesaran,https://doi.org/10.1111/1468-0297.00151,crossref
10.1111/1475-6773.13283,"Food insecurity, health care utilization, and health care expenditures",2020,Health Services Research,Emma Boswell Dean; Michael T. French; Karoline Mortensen,https://doi.org/10.1111/1475-6773.13283,crossref
10.1111/1540-6229.00579,The Markets for Real Estate Assets and Space: A Conceptual Framework,1992,Real Estate Economics,Denise DiPasquale; William C. Wheaton,https://doi.org/10.1111/1540-6229.00579,crossref
10.1111/1759-3441.12273,"The Identity, Fungibility and Anonymity of Money",2019,Economic Papers: A journal of applied economics and policy,Alastair Berg,https://doi.org/10.1111/1759-3441.12273,crossref
10.1111/1759-3441.12275,"Fractional Integration and the Persistence of UK Inflation, 1210–2016",2020,Economic Papers: A journal of applied economics and policy,Guglielmo Maria Caporale; Luis Alberiko Gil‐Alana,https://doi.org/10.1111/1759-3441.12275,crossref
10.1111/anti.12372,Environmental Justice Meets Risk‐Class: The Relational Distribution of Environmental<i>Bads</i>,2017,Antipode,Dean Curran,https://doi.org/10.1111/anti.12372,crossref
10.1111/ecoj.12207,Highway to Success: The Impact of the Golden Quadrilateral Project for the Location and Performance of Indian Manufacturing,2015,The Economic Journal,Ejaz Ghani; Arti Grover Goswami; William R. Kerr,https://doi.org/10.1111/ecoj.12207,crossref
10.1111/j.1435-5597.1997.tb00684.x,INFRASTRUCTURE PRODUCTIVITY ESTIMATION AND ITS UNDERLYING ECONOMETRIC SPECIFICATIONS: A SENSITIVITY ANALYSIS,1997,Papers in Regional Science,Harry H. Kelejian; Dennis P. Robinson,https://doi.org/10.1111/j.1435-5597.1997.tb00684.x,crossref
10.1111/j.1467-9957.2008.01073.x,"INFRASTRUCTURE, LONG‐RUN ECONOMIC GROWTH AND CAUSALITY TESTS FOR COINTEGRATED PANELS",2008,The Manchester School,DAVID CANNING; PETER PEDRONI,https://doi.org/10.1111/j.1467-9957.2008.01073.x,crossref
10.1111/j.1468-0297.2011.02420.x,Broadband Infrastructure and Economic Growth,2011,The Economic Journal,Nina Czernich; Oliver Falck; Tobias Kretschmer; Ludger Woessmann,https://doi.org/10.1111/j.1468-0297.2011.02420.x,crossref
10.1111/j.1540-5907.2007.00299.x,Democracy and Economic Growth: A Meta‐Analysis,2008,American Journal of Political Science,Hristos Doucouliagos; Mehmet Ali Ulubaşoğlu,https://doi.org/10.1111/j.1540-5907.2007.00299.x,crossref
10.1111/jiec.13003,Economic aspirations connected to innovations in carbon capture and utilization value chains,2020,Journal of Industrial Ecology,Henriette Naims,https://doi.org/10.1111/jiec.13003,crossref
10.1111/joes.12211,DOES ICT GENERATE ECONOMIC GROWTH? A META‐REGRESSION ANALYSIS,2018,Journal of Economic Surveys,T. D. Stanley; Hristos Doucouliagos; Piers Steel,https://doi.org/10.1111/joes.12211,crossref
10.1111/jors.12264,GOVERNMENT QUALITY AND THE ECONOMIC RETURNS OF TRANSPORT INFRASTRUCTURE INVESTMENT IN EUROPEAN REGIONS,2016,Journal of Regional Science,Riccardo Crescenzi; Marco Di Cataldo; Andrés Rodríguez‐Pose,https://doi.org/10.1111/jors.12264,crossref
10.1111/jrh.12287,What Aspects of Rural Life Contribute to Rural‐Urban Health Disparities in Older Adults? Evidence From a National Survey,2017,The Journal of Rural Health,Steven A. Cohen; Sarah K. Cook; Trisha A. Sando; Natalie J. Sabik,https://doi.org/10.1111/jrh.12287,crossref
10.1111/jrh.12406,Community Treatment for Opioid Use Disorders in Urban and Rural Veterans,2019,The Journal of Rural Health,Carolyn L. Turvey; Brian C. Lund; DeShauna Jones; Stephan Arndt,https://doi.org/10.1111/jrh.12406,crossref
10.1126/science.1258040,Structural basis for microRNA targeting,2014,Science,Nicole T. Schirle; Jessica Sheu-Gruttadauria; Ian J. MacRae,https://doi.org/10.1126/science.1258040,crossref
10.1126/science.adg3781,Emissions and energy impacts of the Inflation Reduction Act,2023,Science,John Bistline; Geoffrey Blanford; Maxwell Brown; Dallas Burtraw; Maya Domeshek; Jamil Farbes; Allen Fawcett; Anne Hamilton; Jesse Jenkins; Ryan Jones; Ben King; Hannah Kolus; John Larsen; Amanda Levin; Megan Mahajan; Cara Marcy; Erin Mayfield; James McFarland; Haewon McJeon; Robbie Orvis; Neha Patankar; Kevin Rennert; Christopher Roney; Nicholas Roy; Greg Schivley; Daniel Steinberg; Nadejda Victor; Shelley Wenzel; John Weyant; Ryan Wiser; Mei Yuan; Alicia Zhao,https://doi.org/10.1126/science.adg3781,crossref
10.1162/003355302320935043,An Empirical Characterization of the Dynamic Effects of Changes in Government Spending and Taxes on Output,2002,The Quarterly Journal of Economics,O. Blanchard; R. Perotti,https://doi.org/10.1162/003355302320935043,crossref
10.1162/rest_a_00082,The Economic Growth Impact of Hurricanes: Evidence from U.S. Coastal Counties,2011,Review of Economics and Statistics,Eric Strobl,https://doi.org/10.1162/rest_a_00082,crossref
10.1162/rest_a_00604,Heterogeneous Agglomeration,2017,Review of Economics and Statistics,Giulia Faggio; Olmo Silva; William C. Strange,https://doi.org/10.1162/rest_a_00604,crossref
10.1177/016001799761012334,Geography and Economic Development,1999,International Regional Science Review,John Luke Gallup; Jeffrey D. Sachs; Andrew D. Mellinger,https://doi.org/10.1177/016001799761012334,crossref
10.1177/0891242405282892,The Importance of Child Care in Economic Development: A Comparative Analysis of Regional Economic Linkage,2006,Economic Development Quarterly,Mildred Warner; Zhilin Liu,https://doi.org/10.1177/0891242405282892,crossref
10.1177/2053951718820549,"When data is capital: Datafication, accumulation, and           extraction",2019,Big Data &amp; Society,Jathan Sadowski,https://doi.org/10.1177/2053951718820549,crossref
10.1177/875697281704800203,Linking Team Condition and Team Performance: A Transformational Leadership Approach,2017,Project Management Journal,Amin Akhavan Tabassi; Kamand M. Roufechaei; Abu Hassan Abu Bakar; Nor'Aini Yusof,https://doi.org/10.1177/875697281704800203,crossref
10.1177/875697281704800405,The Nature of Risk in Complex Projects,2017,Project Management Journal,Terry Williams,https://doi.org/10.1177/875697281704800405,crossref
10.1177/8756972819896113,What Are the Causes and Cures of Poor Megaproject Performance? A Systematic Literature Review and Research Agenda,2020,Project Management Journal,Juliano Denicol; Andrew Davies; Ilias Krystallis,https://doi.org/10.1177/8756972819896113,crossref
