evidence_id,domain,asset_class,source_id,source_group,source_title,review_id,review_decision,primary_reviewed_flag,synthesis_use,evidence_role,metric_original,metric_family,phase,verified_value,verified_metric_definition,direct_vs_total,projected_vs_realised,geography,currency_price_year,page_or_location,source_url,source_raw_path,text_file,notes,context_quote,comparison_relevance,requires_source_spotcheck,manual_split_needed
ev_0059,data_centre,data_centre,dc_nsw_skills_submission_2026,australia_skills,Submission to NSW inquiry into data centres,dc_metric_0064,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,capacity_mw,capacity_scale,operation,733,Data centre capacity operational / under construction / planned in Sydney/NSW,N/A (capacity),current (2026 snapshot),Australia - NSW / Sydney,,6.0,https://www.parliament.nsw.gov.au/lcdocs/submissions/95080/0118%20Future%20Skills%20Organisation%20and%20Powering%20Skills%20Organisation.pdf,third_party_sources_not_redistributed/NSW_2026_FSO_PSO_Data_Centres_Submission.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_nsw_skills_submission_2026.txt,"Operational capacity; 232 MW under construction, 874 MW planned. Important for AU scaling of job estimates.","• Sydney currently has 733 MW of operational capacity, with 232 MW under construction and an additional 874 MW planned.",scale_context_not_job_creation,True,False
ev_0060,data_centre,data_centre,dc_nsw_skills_submission_2026,australia_skills,Submission to NSW inquiry into data centres,dc_metric_0065,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,construction_duration_years,investment_scale,construction,4,Mandated apprenticeship duration for licensed electrical trades (pathway for data centre upskilling),,regulated (licensing requirement),Australia (national for licensed trades),,10.0,https://www.parliament.nsw.gov.au/lcdocs/submissions/95080/0118%20Future%20Skills%20Organisation%20and%20Powering%20Skills%20Organisation.pdf,third_party_sources_not_redistributed/NSW_2026_FSO_PSO_Data_Centres_Submission.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_nsw_skills_submission_2026.txt,Key constraint: time to competency for new workers in electrical/HVAC etc. for DC builds. 65% annual growth in DC investment noted.,"Licensed trades need upskilling, in addition to apprenticeships Apprenticeships are the ideal pathway for electrical trades and other licensed occupations given their mandated duration for licensing (4 years); however, this duration means that the time to competency for new workers is significant.",scale_context_not_job_creation,True,False
ev_0061,data_centre,data_centre,dc_nsw_skills_submission_2026,australia_skills,Submission to NSW inquiry into data centres,dc_metric_0066,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,construction_duration_years,investment_scale,construction,3,,,,Australia (NSW/Sydney focus where specified),,7.0,https://www.parliament.nsw.gov.au/lcdocs/submissions/95080/0118%20Future%20Skills%20Organisation%20and%20Powering%20Skills%20Organisation.pdf,third_party_sources_not_redistributed/NSW_2026_FSO_PSO_Data_Centres_Submission.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_nsw_skills_submission_2026.txt,"Australian context critical for local job multipliers, skills pipeline, biosecurity/import rules if relevant to user research.",Data centre investment in NSW has grown approximately 65 per cent annually over the past 3 years and now accounts for 12 per cent of all non- residential building investment in the state (NECA NSW 2026).,scale_context_not_job_creation,True,False
ev_0062,data_centre,data_centre,dc_pham_2017,economic_impact_report,Data centers: Jobs and opportunities in communities nationwide,dc_metric_0067,partial_accept,False,supporting_with_caveats,supporting_with_caveats,construction_duration_months,construction_duration,construction,24,,,,United States (various states; specific projects noted in quote),,11.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2998644,third_party_sources_not_redistributed/Pham_2017_Data_Centers_Jobs_Opportunities.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_pham_2017.txt,Supports typical DC impact modelling; verify if direct or total (source uses I/O multipliers).,"Altogether, state and local governments generate $9.9 million in income and sales taxes during the 18–24 months of the construction period (Table 9).",scale_context_not_job_creation,True,False
ev_0065,data_centre,data_centre,dc_rti_facebook_2020,industry_case,The impact of Facebook's US data center fleet,dc_metric_0070,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,construction,$18.6 billion,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),4.0,https://www.rti.org/publication/impact-facebook-us-data-center-fleet/fulltext.pdf,third_party_sources_not_redistributed/RTI_2020_Facebook_Data_Center_Fleet_Impact.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_rti_facebook_2020.txt,Facebook fleet impact: $11.5B investment 2017-19 contributed $18.6B cumulative to US economy.,"Data Center Fleet • 4 • The Economy Facebook’s 2017 through 2019 investments in data center construction and operations totaled $11.5 billion, and these investments contributed a cumulative $18.6 billion to the U.S.",scale_context_not_job_creation,True,False
ev_0066,data_centre,data_centre,dc_rti_facebook_2020,industry_case,The impact of Facebook's US data center fleet,dc_metric_0071,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,construction,$11.5 billion,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),4.0,https://www.rti.org/publication/impact-facebook-us-data-center-fleet/fulltext.pdf,third_party_sources_not_redistributed/RTI_2020_Facebook_Data_Center_Fleet_Impact.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_rti_facebook_2020.txt,Facebook fleet impact: $11.5B investment 2017-19 contributed $18.6B cumulative to US economy.,"Data Center Fleet • 4 • The Economy Facebook’s 2017 through 2019 investments in data center construction and operations totaled $11.5 billion, and these investments contributed a cumulative $18.6 billion to the U.S.",scale_context_not_job_creation,True,False
ev_0067,data_centre,data_centre,dc_rti_facebook_2020,industry_case,The impact of Facebook's US data center fleet,dc_metric_0072,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,construction,$11.5 billion,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),5.0,https://www.rti.org/publication/impact-facebook-us-data-center-fleet/fulltext.pdf,third_party_sources_not_redistributed/RTI_2020_Facebook_Data_Center_Fleet_Impact.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_rti_facebook_2020.txt,Facebook fleet impact: $11.5B investment 2017-19 contributed $18.6B cumulative to US economy.,Data Center Fleet • 5 • Data Center Spending Trends Facebook’s 2017 through 2019 investments in data center construction and operations totaled $11.5 billion.,scale_context_not_job_creation,True,False
ev_0069,data_centre,data_centre,dc_jll_2026,market_capex,Global Data Center Market Outlook,dc_metric_0074,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,construction,$7.7,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),,https://www.jll.com/en-us/insights/market-outlook/data-center-outlook,third_party_sources_not_redistributed/JLL_2026_Global_Data_Center_Market_Outlook.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_jll_2026.txt,"Market outlook: global avg construction cost $7.7M to $10.7M per MW (2020-2025, 7% CAGR). Key benchmark for AU cost escalation.","Between 2020 and 2025, the average global data center construction cost increased from $7.7 to $10.7 million per MW, equating to 7% CAGR.",scale_context_not_job_creation,True,False
ev_0070,data_centre,data_centre,dc_jll_2026,market_capex,Global Data Center Market Outlook,dc_metric_0075,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,construction,$10.7 million,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),,https://www.jll.com/en-us/insights/market-outlook/data-center-outlook,third_party_sources_not_redistributed/JLL_2026_Global_Data_Center_Market_Outlook.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_jll_2026.txt,"Market outlook: global avg construction cost $7.7M to $10.7M per MW (2020-2025, 7% CAGR). Key benchmark for AU cost escalation.","Between 2020 and 2025, the average global data center construction cost increased from $7.7 to $10.7 million per MW, equating to 7% CAGR.",scale_context_not_job_creation,True,False
ev_0072,data_centre,data_centre,dc_gargano_giacoletti_2025,incentives_working_paper,Subsidizing the Cloud: U.S. State Incentives to Data Centers,dc_metric_0077,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,capacity_mw,capacity_scale,operation,33,Capacity or % effect per source context,,,Per source geography,,25.0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5881105,third_party_sources_not_redistributed/Gargano_Giacoletti_2025_Subsidizing_Cloud.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_gargano_giacoletti_2025.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,The mean operational hyperscale data center in our data has total UPS power of 33 megawatt.,scale_context_not_job_creation,True,False
ev_0075,data_centre,data_centre,dc_rti_facebook_2020,industry_case,The impact of Facebook's US data center fleet,dc_metric_0080,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,lifecycle_or_economy,$18.6 billion,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),5.0,https://www.rti.org/publication/impact-facebook-us-data-center-fleet/fulltext.pdf,third_party_sources_not_redistributed/RTI_2020_Facebook_Data_Center_Fleet_Impact.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_rti_facebook_2020.txt,Facebook fleet impact: $11.5B investment 2017-19 contributed $18.6B cumulative to US economy.,$1 million in operating 18 $1 million in capital 14 Jobs Supported $18.6 billion U.S.,scale_context_not_job_creation,True,False
ev_0076,data_centre,data_centre,dc_jll_2026,market_capex,Global Data Center Market Outlook,dc_metric_0081,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,construction,$3,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),,https://www.jll.com/en-us/insights/market-outlook/data-center-outlook,third_party_sources_not_redistributed/JLL_2026_Global_Data_Center_Market_Outlook.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_jll_2026.txt,"Market outlook: global avg construction cost $7.7M to $10.7M per MW (2020-2025, 7% CAGR). Key benchmark for AU cost escalation.","2026 Market Outlook for Global Data Centers | JLL Research Skip to main content JLL Logo JLL Logo United States Contact us Properties Services Technology People Insights Industries About JLL Client stories Careers News Investor relations Search Menu Home Insights Global Real Estate Sector Outlook | JLL 05 January 2026 Insight 05 January 2026 2026 Global Data Center Market Outlook Navigating AI demand, power constraints and global opportunities in 2026 Categories: Artificial intelligence Strategic consulting Data center property Data Centers Key highlights AI and cloud to drive 14% CAGR in data centers through to 2030 AI could represent half of data center workloads by 2030 Data centers turn",scale_context_not_job_creation,True,False
ev_0077,data_centre,data_centre,dc_mandala_empowering_2024,australia_industry,Empowering Australia's Digital Future,dc_metric_0082,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,lifecycle_or_economy,$1,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,Australia (NSW/Sydney focus where specified),USD (report year ~2023-2026; verify exact),,https://mandalapartners.com/reports/empowering-australia-s-digital-future,third_party_sources_not_redistributed/Mandala_2024_Empowering_Australias_Digital_Future.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_mandala_empowering_2024.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"Climate risk could push national premiums 35–107% higher by 2050, leave an additional 1.5–2.5 million households without cover by 2035, and cost the broader economy $1 trillion.",scale_context_not_job_creation,True,False
ev_0078,data_centre,data_centre,dc_mandala_empowering_2024,australia_industry,Empowering Australia's Digital Future,dc_metric_0083,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,unspecified,$26 billion,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,Australia (NSW/Sydney focus where specified),USD (report year ~2023-2026; verify exact),,https://mandalapartners.com/reports/empowering-australia-s-digital-future,third_party_sources_not_redistributed/Mandala_2024_Empowering_Australias_Digital_Future.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_mandala_empowering_2024.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"Download PDF Investment in Australian data centre capacity is empowering innovation, jobs, essential services and the clean energy transition New investment in Australian data centre capacity is forecast to top $26 billion by 2030 to meet soaring digital demand driven by internet-connected devices, cloud computing and artificial intelligence, a new report commissioned by five of the country’s largest data centre operators has found.",scale_context_not_job_creation,True,False
ev_0079,data_centre,data_centre,dc_mandala_enabling_2025,australia_industry,Data Centres as Enabling Infrastructure,dc_metric_0084,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,lifecycle_or_economy,$1,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,Australia (NSW/Sydney focus where specified),USD (report year ~2023-2026; verify exact),,https://mandalapartners.com/reports/data-centres-as-enabling-infrastructure,third_party_sources_not_redistributed/Mandala_2025_Data_Centres_as_Enabling_Infrastructure.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_mandala_enabling_2025.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"Climate risk could push national premiums 35–107% higher by 2050, leave an additional 1.5–2.5 million households without cover by 2035, and cost the broader economy $1 trillion.",scale_context_not_job_creation,True,False
ev_0080,data_centre,data_centre,dc_mullin_richmond_fed_2023,regional_policy,Virginia's data centers and economic development,dc_metric_0085,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,lifecycle_or_economy,$4.8 million,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),,https://www.richmondfed.org/publications/research/econ_focus/2023/q1_q2/feature1,third_party_sources_not_redistributed/Richmond_Fed_2023_Virginia_Data_Centers_Economic_Development.html,Research_Workflow/02_Source_Extraction/data/fulltext/dc_mullin_richmond_fed_2023.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"The figures for Prince William County were smaller but in similar proportion, with revenues estimated at $64.2 million and costs of $4.8 million.",scale_context_not_job_creation,True,False
ev_0081,data_centre,data_centre,dc_mullin_richmond_fed_2023,regional_policy,Virginia's data centers and economic development,dc_metric_0086,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,lifecycle_or_economy,$64.2 million,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),,https://www.richmondfed.org/publications/research/econ_focus/2023/q1_q2/feature1,third_party_sources_not_redistributed/Richmond_Fed_2023_Virginia_Data_Centers_Economic_Development.html,Research_Workflow/02_Source_Extraction/data/fulltext/dc_mullin_richmond_fed_2023.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"The figures for Prince William County were smaller but in similar proportion, with revenues estimated at $64.2 million and costs of $4.8 million.",scale_context_not_job_creation,True,False
ev_0082,data_centre,data_centre,dc_mullin_richmond_fed_2023,regional_policy,Virginia's data centers and economic development,dc_metric_0087,partial_accept,False,supporting_with_caveats,supporting_with_caveats,capex,investment_scale,lifecycle_or_economy,$32.3 million,"Capital expenditure or investment scale (project, fleet, or market level)",direct investment,announced or historical,United States (various states; specific projects noted in quote),USD (report year ~2023-2026; verify exact),,https://www.richmondfed.org/publications/research/econ_focus/2023/q1_q2/feature1,third_party_sources_not_redistributed/Richmond_Fed_2023_Virginia_Data_Centers_Economic_Development.html,Research_Workflow/02_Source_Extraction/data/fulltext/dc_mullin_richmond_fed_2023.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"Mangum estimated that, in 2020, Loudoun County received $424.7 million in tax revenue from data centers — more than thirteenfold their estimated budgetary cost of $32.3 million.",scale_context_not_job_creation,True,False
ev_0084,data_centre,data_centre,dc_cb_re_2024,market_context,Global Data Center Trends,dc_metric_0090,accept,True,core_scale_or_project_context,primary_citable_after_spotcheck,capacity_mw,capacity_scale,construction,372.2,Capacity or % effect per source context,,,Per source geography,,,https://www.cbre.com/insights/reports/global-data-center-trends-2024,third_party_sources_not_redistributed/CBRE_2024_Global_Data_Center_Trends.pdf,Research_Workflow/02_Source_Extraction/data/fulltext/dc_cb_re_2024.txt,Reviewed from context_quote only; cross-check original PDF for full context and any caveats.,"Currently, it has a record 372.2 MW of data center space under construction, with 91.8% pre-leased.",scale_context_not_job_creation,True,False
ev_0086,comparator,energy_or_utility; public_infrastructure_or_methods,cmp_src_0002,,"Green versus brown: Comparing the employment impacts of energy efficiency, renewable energy, and fossil fuels using an input-output model",cmp_metric_0010,accept,True,core_comparator_metric,primary_citable_after_spotcheck,construction_jobs_peak_or_headcount,investment_scale,construction,"~7,490 jobs created in RE and related industries (4,500 direct + 2,990 indirect) from $1B reallocation; net economy-wide gain of ~4,840 jobs after fossil fuel sector contraction of 2,650 jobs (940 direct + 1,710 indirect)",Net employment effect (I-O simulation) of shifting $1 billion from fossil fuel subsidies to public procurement/spending on renewable energy (e.g. government buildings). Captures job gains in RE supply chain minus losses in fossil fuel industries.,total (direct + indirect); net of cross-sector losses,projected (policy counterfactual simulation),,,page 8,https://doi.org/10.1016/j.econmod.2016.11.012,third_party_sources_not_redistributed/cmp_src_0002_Green_versus_brown_Comparing_the_employment_impacts_of.pdf,Research_Workflow/02_Source_Extraction/data/comparator_sources/fulltext/cmp_src_0002.txt,ACCEPT (illustrative policy example). Page 8. Complements the per-$1M multipliers by showing net macro effect of reallocation (not just gross). Demonstrates that green investment can more than offset fossil contraction. Useful narrative for 'just transition' or subsidy reform discussions. US-focused but conceptually transferable.,"Similarly,ifweweretoshift In particular, policy makers need and want to know whether invest- $1billionoutoffossilfuelsubsidiesandintopublicspendingforRE, ments in EE and RE will generate more employment opportunities forexamplethroughprocurementofrenewableenergyforgovernment thancontinuingtouseenergyfromfossilfuels.Therewillcertainlybe buildings, we can estimate the net employment effect. In this case, joblossesinfossilfuelindustriesasthatsectorcontracts,butcanmore employmentinthefossilfuelindustrieswouldfallbyatotalof2650 jobsbecreatedthanlostifweshifttomoreefficientuseofenergyand jobs (940 direct plus 1710 indirect) while employment in RE and tousinglowercarbonenergy?Thisisanimportantquestionthatthis relatedindustrieswouldincreaseby7490jobs(4500directplus2990 paperhasattemptedtoanswer. indirect),foranetincreaseinemploymentof4840totaljobseconomy- Thereareofcourseothermethodstoestimateemploymentingreen wide.Table7showstheresultsofbothofthesepolicyexercises.",scale_context_not_job_creation,True,True
ev_0097,comparator,advanced_manufacturing_or_fab,cmp_src_0010,,Large-scale automotive battery cell manufacturing: Analyzing strategic and operational effects on manufacturing costs,cmp_metric_0022,accept_for_scale,False,scale_context_only,scale_or_context,capacity_gwh,investment_scale,construction,160 GWh annual global lithium-ion battery cell energy demand (2018 baseline),"Global market scale of Li-ion battery cell manufacturing / demand in 2018, prior to rapid EV-driven expansion. Used as starting point for cost and strategic analysis of gigafactory-scale production.","not_applicable (demand scale, not employment)",realised_or_empirical (2018 actual) + projected growth,,,page 1,https://doi.org/10.1016/j.ijpe.2020.107982,third_party_sources_not_redistributed/cmp_src_0010_Large_scale_automotive_battery_cell_manufacturing_Analy.pdf,Research_Workflow/02_Source_Extraction/data/comparator_sources/fulltext/cmp_src_0010.txt,"ACCEPT_FOR_SCALE (advanced manufacturing comparator). Page 1. Provides baseline for explosive growth in battery gigafactories (analogous to hyperscale infrastructure or energy transition manufacturing facilities). No direct jobs in quote, but implies major construction + ops employment in new plants. Useful context for capex intensity and supply-chain job potential in tech manufacturing.","Especially driven by the cell chemistries (Liu et al., 2010; Placke et al., 2017; Scrosati and Gar- expanded production of electrical vehicles (EVs) with the overall goal of che, 2010; Wagner et al., 2013; Winter et al., 2018). Although it has minimizing vehicular CO2 and NO2 emissions, annual global lithium-ion received less attention, battery cell manufacturing has also improved, battery capacity demand is expected to increase from 160 GWh cell with notable results in the last two decades. However, due to numerous energy in 2018 to >1000 GWh cell energy in 2030.",scale_context_not_job_creation,True,True
ev_0098,comparator,advanced_manufacturing_or_fab,cmp_src_0010,,Large-scale automotive battery cell manufacturing: Analyzing strategic and operational effects on manufacturing costs,cmp_metric_0023,accept_for_scale,False,scale_context_only,scale_or_context,capacity_gwh,investment_scale,construction,">1,000 GWh cell energy demand by 2030 (from 160 GWh in 2018); triggers >$100 billion cumulative investment and >$100 billion annual revenue potential within battery sector","Projected tripling+ of global battery manufacturing scale by 2030, with associated capital investment and revenue. Driven by EV adoption and energy storage needs.",not_applicable (investment trigger and market size),projected (industry consensus forecast at time of 2020 paper),,,page 1,https://doi.org/10.1016/j.ijpe.2020.107982,third_party_sources_not_redistributed/cmp_src_0010_Large_scale_automotive_battery_cell_manufacturing_Analy.pdf,Research_Workflow/02_Source_Extraction/data/comparator_sources/fulltext/cmp_src_0010.txt,ACCEPT_FOR_SCALE (investment magnitude benchmark). Page 1. Excellent for illustrating capital-intensive advanced manufacturing expansion (gigafactories). >$100B investment triggered is material comparator for large infra or DC-related energy assets. Employment not quantified here but logically substantial in construction/equipment installation and ongoing production ops. Good for 'jobs from manufacturing build-out' narrative.,"Although it has minimizing vehicular CO2 and NO2 emissions, annual global lithium-ion received less attention, battery cell manufacturing has also improved, battery capacity demand is expected to increase from 160 GWh cell with notable results in the last two decades. However, due to numerous energy in 2018 to >1000 GWh cell energy in 2030. By 2030, this in- consecutive process steps, the interaction of these steps and the high crease will have triggered investments of more than $100 billion and number of individual process parameters, it can be assumed that there is generate annual revenue of more than $100 billion within battery potential for further optimization.",scale_context_not_job_creation,True,True
ev_0099,comparator,public_infrastructure_or_methods,cmp_src_0013,,Infrastructure Australia,cmp_metric_0024,accept_scale,False,scale_context_only,scale_or_context,capex_or_investment,investment_scale,unspecified,~$90 billion Infrastructure Investment Program (IIP) as core component of broader $120 billion land transport infrastructure investment pipeline (Commonwealth commitment 2023-24 to 2032-33),Scale of Commonwealth land transport infrastructure co-investment program (IIP) delivered via National Partnership Agreement (NPA) with states/territories. Part of 10-year pipeline; Commonwealth accountable for expenditure under IIP.,not_applicable (program financial scale),"committed / projected (pipeline; some projects realised, majority forward)",,,page 15,infrastructureaustralia.gov.au,third_party_sources_not_redistributed/cmp_src_0013_Infrastructure_Australia.pdf,Research_Workflow/02_Source_Extraction/data/comparator_sources/fulltext/cmp_src_0013.txt,"ACCEPT_SCALE (headline Australian public infra investment). Page 15. Authoritative official figure for national land transport spend. Useful benchmark for size of government infrastructure programs vs private (e.g. data centres, energy). Note: IIP is subset of larger pipeline; states/territories provide matching funding. Jobs/Indigenous outcomes reported separately in report but not in this specific quote.","The Commonwealth has indicated it will invest $120 billion from 2023–24 to 2032–33 in land transport infrastructure through the infrastructure investment pipeline. The around $90 billion Infrastructure Investment Program forms a part of this pipeline, and is implemented through a NPA with states and territories, where the Commonwealth selects projects to co-invest in with the States. The Commonwealth is accountable for project expenditure under the IIP.",scale_context_not_job_creation,True,True
ev_0101,comparator,public_infrastructure_or_methods,cmp_src_0013,,Infrastructure Australia,cmp_metric_0026,accept_scale,False,scale_context_only,scale_or_context,capex_or_investment,investment_scale,unspecified,$120 billion 10-year infrastructure investment pipeline (2023-24 to 2032-33) for land transport under National Partnership Agreement / IIP framework,"Total Commonwealth land transport infrastructure investment pipeline over decade, encompassing IIP and related programs. Delivered via NPA; states/territories implement projects with co-funding.",not_applicable (pipeline financial commitment),projected / committed (multi-year pipeline with annual drawdowns),,,page 22,infrastructureaustralia.gov.au,third_party_sources_not_redistributed/cmp_src_0013_Infrastructure_Australia.pdf,Research_Workflow/02_Source_Extraction/data/comparator_sources/fulltext/cmp_src_0013.txt,"ACCEPT_SCALE (key headline pipeline). Page 22 / 29. Central planning figure for Australian transport infra. Multiple extractions (0026, 0027) from different pages; consolidate. Provides macro context for public investment scale, risk allocation challenges, and delivery capacity. Jobs outcomes (e.g. Indigenous) modelled elsewhere in report.","The NPA consolidates several arrangements for providing funding to the state and territory infrastructure sectors into a single agreement. It specifically covers land transport infrastructure projects, with the exception of research and evaluation funding projects, that are delivered through the IIP, which forms part of the broader $120 billion, 10-year infrastructure investment pipeline. Figure 5 sets out the funding sources that comprise the pipeline.",scale_context_not_job_creation,True,True
ev_0102,comparator,public_infrastructure_or_methods,cmp_src_0013,,Infrastructure Australia,cmp_metric_0028,accept_scale,False,scale_context_only,scale_or_context,capex_or_investment,investment_scale,construction,$31 billion current / committed expenditure under NPA to date; expected to reach $45.4 billion over full life of Agreement (with 517 projects completed),Actual vs projected total expenditure under the current National Partnership Agreement for land transport infrastructure. Tracks delivery progress (517 projects completed during period).,not_applicable (program expenditure tracking),realised_to_date ($31B) + projected_to_completion ($45.4B),,,page 53,infrastructureaustralia.gov.au,third_party_sources_not_redistributed/cmp_src_0013_Infrastructure_Australia.pdf,Research_Workflow/02_Source_Extraction/data/comparator_sources/fulltext/cmp_src_0013.txt,"ACCEPT_SCALE (delivery tracking). Page 53. Shows ~68% of expected total already expended with substantial project completions. Useful for realism of pipeline delivery rates and construction sector capacity absorption. Australian-specific, recent context.",This includes identifying how effectively the current expenditure has been leveraged to support responses to these challenges. 8.1 Project delivery and expenditure under the current NPA As was outlined in Section 4 and Figure 4 total expenditure under this NPA is currently $31 billion and expected to be $45.4 billion over the life of the Agreement. During this time 517 projects42 will have been completed.,scale_context_not_job_creation,True,True
ev_0103,comparator,public_infrastructure_or_methods,cmp_src_0013,,Infrastructure Australia,cmp_metric_0030,accept_scale,False,scale_context_only,scale_or_context,capex_or_investment,investment_scale,unspecified,$24.85 billion total investment on National Land Transport Network (NLTN) roads (316 projects); $19.39 billion off-Network (360 projects) — from 1 July 2019 onwards commitments,"Split of committed infrastructure investment between 'on-Network' (NLTN roads, higher strategic priority) vs 'off-Network' projects under NPA. Demonstrates funding allocation logic.",not_applicable (allocation by network status),committed / projected,,,page 54,infrastructureaustralia.gov.au,third_party_sources_not_redistributed/cmp_src_0013_Infrastructure_Australia.pdf,Research_Workflow/02_Source_Extraction/data/comparator_sources/fulltext/cmp_src_0013.txt,ACCEPT_SCALE (allocation insight). Page 54 / Table 6. Shows policy preference for sustaining NLTN performance (higher per-project average on-Network). Relevant for understanding Australian transport investment priorities and network vs local road balance. Good context for regional vs national infrastructure.,"However, more funding has been dedicated to projects that are on the Network. Table 6: Number of projects on and off the network committed to from 1 July 2019 onwards On Network Off Network Number of projects 316 360 Total investment $24.85 billion $19.39 billion The Commonwealth’s infrastructure investments should arguably largely focus on ensuring that the Network and key transport routes perform effectively and are sustained. However, there is limited aggregate data to assess whether and how projects selected under the NPA meet broader policy objectives.",scale_context_not_job_creation,True,True
