record_id,source_id,asset_type,project_or_source_name,location,country,year,source_type,method,funding_or_bias_flag,capex_value,capex_currency,capex_price_year,capex_aud_2026,gfa_m2,capacity_mw,construction_jobs_peak,construction_jobs_average,construction_duration_months,construction_job_years,operations_jobs_fte,direct_jobs_only,total_supported_jobs,projected_or_realised,reported_or_derived,metric_notes,source_quote,page_or_location,source_url,full_text_file,confidence,ra_verification_status
cmp_src_0042_metric_001,cmp_src_0042,public_infrastructure_or_methods,Measuring the local economic impact of universities: an approach that considers uncertainty,,,2012,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1007/s10734-012-9562-z,,unverified_candidate_source,not_started
cmp_src_0041_metric_001,cmp_src_0041,public_infrastructure_or_methods,Measuring the economic impact of institutions of higher education,,,1988,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1007/bf00976857,,unverified_candidate_source,not_started
cmp_src_0032_metric_001,cmp_src_0032,public_infrastructure_or_methods,Future health and economic impacts of extreme heat on older adults: a subnational analysis for Europe,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. jobs per million investment | ",,,10.5281/zenodo.21129554,,unverified_candidate_source,not_started
cmp_src_0039_metric_001,cmp_src_0039,public_infrastructure_or_methods,Labour opportunities provided by Spanish high-speed rail (HSR) commuting services in a period of financial crisis: an approach based on regional wage disparities and housing rental prices,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1080/00343404.2018.1530751,,unverified_candidate_source,not_started
cmp_src_0038_metric_001,cmp_src_0038,public_infrastructure_or_methods,How to Measure the Local Economic Impact of Universities? Methodological Overview,,,2015,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.15196/rs05201,,unverified_candidate_source,not_started
cmp_src_0040_metric_001,cmp_src_0040,public_infrastructure_or_methods,Local Multipliers,,,2010,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1257/aer.100.2.373,,unverified_candidate_source,not_started
cmp_src_0036_metric_001,cmp_src_0036,energy_or_utility; public_infrastructure_or_methods,Green jobs? Economic impacts of renewable energy in Germany,,,2012,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2012.04.076,,unverified_candidate_source,not_started
cmp_src_0035_metric_001,cmp_src_0035,energy_or_utility,Green jobs and energy efficiency as strategies for economic growth and the reduction of environmental impacts,,,2021,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.enpol.2020.112031,,unverified_candidate_source,not_started
cmp_src_0034_metric_001,cmp_src_0034,energy_or_utility; public_infrastructure_or_methods,Green growth: The economic impacts of large-scale renewable energy development in China,,,2016,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.apenergy.2015.10.049,,unverified_candidate_source,not_started
cmp_src_0033_metric_001,cmp_src_0033,public_infrastructure_or_methods,GLAM – The Global Impact Assessment Method – BETA,,,2026.0,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. economic impact assessment | ",,,https://zenodo.org/doi/10.5281/zenodo.17556692,,unverified_candidate_source,not_started
cmp_src_0100_metric_001,cmp_src_0100,unclear_or_methods_only,The Economic Implications of Housing Supply,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1257/jep.32.1.3,,unverified_candidate_source,not_started
cmp_src_0092_metric_001,cmp_src_0092,public_infrastructure_or_methods,Issue Information,,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1111/jors.12479,,unverified_candidate_source,not_started
cmp_src_0093_metric_001,cmp_src_0093,unclear_or_methods_only,"Money and Finance After the Crisis. Critical Thinking for Uncertain Times Brett Christophers, Andrew Leyshon and Geoff Mann",,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1093/jeg/lby016,,unverified_candidate_source,not_started
cmp_src_0094_metric_001,cmp_src_0094,energy_or_utility,Mother's Education and the Intergenerational Transmission of Human Capital: Evidence from College Openings,,,2003,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1162/003355303322552856,,unverified_candidate_source,not_started
cmp_src_0095_metric_001,cmp_src_0095,energy_or_utility,Nonlinear impacts of renewable energy consumption on economic growth and environmental pollution across China,,,2022,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2022.133183,,unverified_candidate_source,not_started
cmp_src_0096_metric_001,cmp_src_0096,unclear_or_methods_only,Policy Watch: Infrastructure Investment and Economic Growth,,,1992,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1257/jep.6.4.189,,unverified_candidate_source,not_started
cmp_src_0097_metric_001,cmp_src_0097,unclear_or_methods_only,Robots and Jobs: Evidence from US Labor Markets,,,2020,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1086/705716,,unverified_candidate_source,not_started
cmp_src_0099_metric_001,cmp_src_0099,unclear_or_methods_only,Ten Years After the Financial Crisis: What Have We Learned from the Renaissance in Fiscal Research?,,,2019,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1257/jep.33.2.89,,unverified_candidate_source,not_started
cmp_src_0090_metric_001,cmp_src_0090,unclear_or_methods_only,"Integrated CO2, cost, and schedule management system for building construction projects using the earned value management theory",,,2015,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2014.05.031,,unverified_candidate_source,not_started
cmp_src_0101_metric_001,cmp_src_0101,unclear_or_methods_only,The Labor Demand Curve is Downward Sloping: Reexamining the Impact of Immigration on the Labor Market,,,2003,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1162/003355303322552810,,unverified_candidate_source,not_started
cmp_src_0102_metric_001,cmp_src_0102,energy_or_utility,"The Mission: Human Capital Transmission, Economic Persistence, and Culture in South America*",,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1093/qje/qjy024,,unverified_candidate_source,not_started
cmp_src_0103_metric_001,cmp_src_0103,unclear_or_methods_only,The Value of School Facility Investments: Evidence from a Dynamic Regression Discontinuity Design<sup>*</sup>,,,2010,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1162/qjec.2010.125.1.215,,unverified_candidate_source,not_started
cmp_src_0104_metric_001,cmp_src_0104,unclear_or_methods_only,"The effect of school construction on test scores, school enrollment, and home prices",,,2014,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jpubeco.2014.08.002,,unverified_candidate_source,not_started
cmp_src_0105_metric_001,cmp_src_0105,unclear_or_methods_only,"The impact of foreign direct investment on CO
            <sub>2</sub>
            emissions considering economic development: Evidence from South Korea",,,2022,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1080/09638199.2022.2122538,,unverified_candidate_source,not_started
cmp_src_0106_metric_001,cmp_src_0106,warehouse_or_logistics,The transport geography of logistics and freight distribution,,,2004,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jtrangeo.2003.12.004,,unverified_candidate_source,not_started
cmp_src_0107_metric_001,cmp_src_0107,public_infrastructure_or_methods,"Towards an Agenda for Post‐carbon Cities: Lessons from Lilac, the <scp>UK</scp>'s First Ecological, Affordable Cohousing Community",,,2013,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1111/1468-2427.12009,,unverified_candidate_source,not_started
cmp_src_0108_metric_001,cmp_src_0108,public_infrastructure_or_methods,Trans-regional compensation mechanism under imbalanced land development: From the local government economic welfare perspective,,,2018,government_or_audit,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.habitatint.2018.04.001,,unverified_candidate_source,not_started
cmp_src_0091_metric_001,cmp_src_0091,high_rise_or_office; public_infrastructure_or_methods,Investigating the energy transition to a coal free residential sector in Kazakhstan using a regionally disaggregated energy systems model,,,2018,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jclepro.2018.06.158,,unverified_candidate_source,not_started
cmp_src_0098_metric_001,cmp_src_0098,unclear_or_methods_only,Shortest path distance vs. least directional change: Empirical testing of space syntax and geographic theories concerning pedestrian route choice behaviour,,,2019,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1016/j.jtrangeo.2018.11.005,,unverified_candidate_source,not_started
cmp_src_0089_metric_001,cmp_src_0089,public_infrastructure_or_methods,Infrastructure Development and Economic Growth: An Explanation for Regional Disparities in China?,,,2001,doi_verified_academic_or_report,,,,,,,,,,,,,,,,,,"RA task: open source, verify whether it reports construction jobs, job-years, operational FTE, capex, GFA, MW/capacity, multiplier method, and direct-vs-total job definition. ",,,https://doi.org/10.1006/jcec.2000.1693,,unverified_candidate_source,not_started
